fecha,ventas,marketing_budget,precio_promedio,competencia_precio,indice_confianza,mes,trimestre,año,ventas_lag_1,ventas_lag_2,ventas_lag_3,ventas_lag_6,ventas_lag_12,ma_3,ma_6,volatilidad_3,es_diciembre,es_q4
2022-01-31,64861.07337081018,12362.94340734905,225.1542743435269,213.9844022856632,103.16412778817218,1,1,2022,72315.72026168408,72831.95826832375,55682.71127592447,64631.60886152316,46952.39374138045,70002.91730027267,64313.84162315599,4460.442205217737,0,0
2022-02-28,80917.21192906787,11130.079633013303,206.054397669559,201.01925679786825,94.29189782000088,2,1,2022,64861.07337081018,72315.72026168408,72831.95826832375,61816.44340720294,74926.96347750396,72698.00185385405,67497.30304346682,8034.89270384344,0,0
2022-03-31,80357.49505298941,12876.724866368204,246.51189463553288,269.8199369895744,101.6111772437444,3,1,2022,80917.21192906787,64861.07337081018,72315.72026168408,58375.14315499052,65499.59194230391,75378.59345095581,71161.02835979995,9112.737910339687,0,0
2022-04-30,83979.90397247819,15156.568706138542,239.2237657937553,250.79878798694892,88.73574149933849,4,2,2022,80357.49505298941,80917.21192906787,64861.07337081018,55682.71127592447,67799.46822659514,81751.53698484517,75877.22714255891,1950.0090561384043,0,0
2022-05-31,72317.53015177957,13944.85493463612,231.4968050900216,225.90160101468084,95.41922514492558,5,2,2022,83979.90397247819,80357.49505298941,80917.21192906787,72831.95826832375,64860.71442527323,78884.97639241572,75791.48912313489,5969.001104685172,0,0
2022-06-30,76892.54777519533,14471.370998892911,241.67514433261303,256.9404929948802,101.03441589292736,6,2,2022,72317.53015177957,83979.90397247819,80357.49505298941,72315.72026168408,62861.91743524931,77729.99396648437,76554.29370872008,5876.115032562575,0,0
2022-07-31,73978.29096204296,10637.963886718186,235.46499283743927,242.40654382440007,88.03785469947725,7,3,2022,76892.54777519533,72317.53015177957,83979.90397247819,64861.07337081018,64631.60886152316,74396.12296300595,78073.82997392556,2315.9521258896943,0,0
2022-08-31,68829.76927749424,7881.544447997066,221.469201786743,245.8421015974008,90.00740247127636,8,3,2022,73978.29096204296,76892.54777519533,72317.53015177957,80917.21192906787,61816.44340720294,73233.53600491084,76059.25619866328,4082.6577416405617,0,0
2022-09-30,75952.81010102412,10734.371538244575,185.76110205704944,180.0,93.47040223007504,9,3,2022,68829.76927749424,73978.29096204296,76892.54777519533,80357.49505298941,58375.14315499052,72920.29011352044,75325.1420400024,3677.492622701543,0,0
2022-10-31,66089.37744084907,7661.335549270197,190.36181436223177,188.8085714302764,92.32924313404284,10,4,2022,75952.81010102412,68829.76927749424,73978.29096204296,83979.90397247819,55682.71127592447,70290.65227312247,72343.38761806423,5091.4104436431835,0,1
2022-11-30,81721.67485021963,8637.19069189413,203.31831637644248,200.47615331379933,89.79734627573546,11,4,2022,66089.37744084907,75952.81010102412,68829.76927749424,72317.53015177957,72831.95826832375,74587.9541306976,73910.74506780422,7905.017674778185,0,1
2022-12-31,91765.30149170128,7862.8777206798095,222.13317690683536,197.86287794419297,98.20369953840394,12,4,2022,81721.67485021963,66089.37744084907,75952.81010102412,76892.54777519533,72315.72026168408,79858.78459425666,76389.53735388855,12938.935004304038,1,1
2023-01-31,72497.0350049991,11183.425913212224,212.81238643232064,223.73479197361212,95.75078514509558,1,1,2023,91765.30149170128,81721.67485021963,66089.37744084907,73978.29096204296,64861.07337081018,81994.67044897332,76142.6613610479,9637.033687725034,0,0
2023-02-28,92292.5860440662,14166.3838845648,229.71511535004277,239.93622079364053,103.9649220833609,2,1,2023,72497.0350049991,91765.30149170128,81721.67485021963,68829.76927749424,80917.21192906787,85518.30751358886,80053.13082214324,11279.834243330344,0,0
2023-03-31,96655.62408496448,13737.6112490043,225.0556104845205,230.15787961736976,100.3223030630648,3,1,2023,92292.5860440662,72497.0350049991,91765.30149170128,75952.81010102412,80357.49505298941,87148.41504467659,83503.59981946663,12874.635064221318,0,0
2023-04-30,97552.61106940614,16563.547027518507,227.05690063878995,227.36515797128695,111.85659186956254,4,2,2023,96655.62408496448,92292.5860440662,72497.0350049991,66089.37744084907,83979.90397247819,95500.27373281227,88747.4720908928,2813.91038307282,0,0
2023-05-31,86764.55957613501,14563.14358025955,253.83852243052397,230.53110758951564,103.79519006093057,5,2,2023,97552.61106940614,96655.62408496448,92292.5860440662,81721.67485021963,72317.53015177957,93657.59824350187,89587.95287854537,5986.370600365986,0,0
2023-06-30,86386.06770869727,13562.459375310083,252.84360042856235,249.4306939732552,106.43916054548984,6,2,2023,86764.55957613501,97552.61106940614,96655.62408496448,91765.30149170128,76892.54777519533,90234.41278474615,88691.41391471137,6340.570449386243,0,0
2023-07-31,89691.72546335206,11097.440081655914,218.91984817629503,217.06555784575968,111.25406886947869,7,3,2023,86386.06770869727,86764.55957613501,97552.61106940614,72497.0350049991,73978.29096204296,87614.11758272811,91557.1956577702,1809.1862542736192,0,0
2023-08-31,90695.3468713648,12778.41727676341,222.5529934683804,211.507448083948,102.80394934457672,8,3,2023,89691.72546335206,86386.06770869727,86764.55957613501,92292.5860440662,68829.76927749424,88924.38001447138,91290.98912898662,2254.7917872586545,0,0
2023-09-30,85646.52022662915,8515.652547755348,203.7739052811036,205.54819104778335,107.83804296869204,9,3,2023,90695.3468713648,89691.72546335206,86386.06770869727,96655.62408496448,75952.81010102412,88677.86418711534,89456.13848593074,2672.7511365141954,0,0
2023-10-31,87131.5692281184,6413.433606566149,185.32320368092317,198.4042208172139,110.8854252666221,10,4,2023,85646.52022662915,90695.3468713648,89691.72546335206,97552.61106940614,66089.37744084907,87824.4787753708,87719.29817904945,2594.755355067929,0,1
2023-11-30,97182.1593224403,9769.71575301703,203.77029898801527,246.49401701222587,97.57006706175508,11,4,2023,87131.5692281184,85646.52022662915,90695.3468713648,86764.55957613501,81721.67485021963,89986.74959239595,89455.56480343366,6275.490699667984,0,1
2023-12-31,110874.77567802208,8168.734525043466,230.57054849698957,239.06210475362636,102.8090877949494,12,4,2023,97182.1593224403,87131.5692281184,85646.52022662915,86386.06770869727,91765.30149170128,98396.16807619359,93537.01613165445,11918.067212066326,1,1
